Open Circuits miRNA_TF_mRNA 1


TF		miRNA		mRNA
EZH1	|------	miR-142-5p	------|	TMF1

EZH1	|------	miR-142-5p	------|	TNS1

EZH1	|------	miR-142-5p	------|	TRPC4

EZH1	|------	miR-142-5p	------|	TSPAN14

EZH1	|------	miR-142-5p	------|	TSPAN3

EZH1	|------	miR-142-5p	------|	UBE3C

EZH1	|------	miR-142-5p	------|	ZADH2

EZH1	|------	miR-142-5p	------|	ZBTB20

EZH1	|------	miR-142-5p	------|	ZBTB47

EZH1	|------	miR-142-5p	------|	ZCCHC11

EZH1	|------	miR-142-5p	------|	ZCCHC2

EZH1	|------	miR-142-5p	------|	ZNF462

EZH1	|------	miR-142-5p	------|	ZNF777

FOS	|------	miR-142-5p	------|	ADAMTS1

FOS	|------	miR-142-5p	------|	ADAMTS5

FOS	|------	miR-142-5p	------|	ALCAM

FOS	|------	miR-142-5p	------|	ARL6

FOS	|------	miR-142-5p	------|	ARMCX4

FOS	|------	miR-142-5p	------|	ARSJ

FOS	|------	miR-142-5p	------|	ASXL2

FOS	|------	miR-142-5p	------|	ATL3

FOS	|------	miR-142-5p	------|	ATP1B1

FOS	|------	miR-142-5p	------|	BBX

FOS	|------	miR-142-5p	------|	BHLHE41

FOS	|------	miR-142-5p	------|	BMPR1A

FOS	|------	miR-142-5p	------|	BTG1

FOS	|------	miR-142-5p	------|	BTG3

FOS	|------	miR-142-5p	------|	CA8

FOS	|------	miR-142-5p	------|	CADM1

FOS	|------	miR-142-5p	------|	CADM2

FOS	|------	miR-142-5p	------|	CALN1

FOS	|------	miR-142-5p	------|	CASD1

FOS	|------	miR-142-5p	------|	CCDC171

FOS	|------	miR-142-5p	------|	CDC42EP3

FOS	|------	miR-142-5p	------|	CHD9

FOS	|------	miR-142-5p	------|	CRY2

FOS	|------	miR-142-5p	------|	CXCL14

FOS	|------	miR-142-5p	------|	CYP26B1

FOS	|------	miR-142-5p	------|	DIAPH2

FOS	|------	miR-142-5p	------|	DMD

FOS	|------	miR-142-5p	------|	DSG4

FOS	|------	miR-142-5p	------|	EFCAB14

FOS	|------	miR-142-5p	------|	EFNA5

FOS	|------	miR-142-5p	------|	EGR3

FOS	|------	miR-142-5p	------|	FAM126A

FOS	|------	miR-142-5p	------|	FAM171B

FOS	|------	miR-142-5p	------|	FANCM

FOS	|------	miR-142-5p	------|	FBXO21

FOS	|------	miR-142-5p	------|	FBXO3

FOS	|------	miR-142-5p	------|	FGD4

FOS	|------	miR-142-5p	------|	FRZB

FOS	|------	miR-142-5p	------|	FZD7

FOS	|------	miR-142-5p	------|	HAS3

FOS	|------	miR-142-5p	------|	HIPK2

FOS	|------	miR-142-5p	------|	HMGCLL1

FOS	|------	miR-142-5p	------|	IFFO2

FOS	|------	miR-142-5p	------|	ITGB8

FOS	|------	miR-142-5p	------|	KIT

FOS	|------	miR-142-5p	------|	KMT2D

FOS	|------	miR-142-5p	------|	LPP

FOS	|------	miR-142-5p	------|	MEX3C

FOS	|------	miR-142-5p	------|	MPPED2

FOS	|------	miR-142-5p	------|	MYF5

FOS	|------	miR-142-5p	------|	MYO9A

FOS	|------	miR-142-5p	------|	NEDD4L

FOS	|------	miR-142-5p	------|	NRG1

FOS	|------	miR-142-5p	------|	NSG1

FOS	|------	miR-142-5p	------|	OTUD3

FOS	|------	miR-142-5p	------|	PAK3

FOS	|------	miR-142-5p	------|	PAPPA

FOS	|------	miR-142-5p	------|	PBRM1

FOS	|------	miR-142-5p	------|	PDGFRA

FOS	|------	miR-142-5p	------|	PELO

FOS	|------	miR-142-5p	------|	PHLDA1

FOS	|------	miR-142-5p	------|	PLD1

FOS	|------	miR-142-5p	------|	PPL

FOS	|------	miR-142-5p	------|	PROX1

FOS	|------	miR-142-5p	------|	PRRG4

FOS	|------	miR-142-5p	------|	PUM1

FOS	|------	miR-142-5p	------|	QSER1

FOS	|------	miR-142-5p	------|	RBBP6

FOS	|------	miR-142-5p	------|	RBMS1

FOS	|------	miR-142-5p	------|	RERE

FOS	|------	miR-142-5p	------|	RGMA

FOS	|------	miR-142-5p	------|	RNF150

FOS	|------	miR-142-5p	------|	RNF217

FOS	|------	miR-142-5p	------|	ROCK1

FOS	|------	miR-142-5p	------|	RRAGD

FOS	|------	miR-142-5p	------|	SGCE

FOS	|------	miR-142-5p	------|	SHANK2

FOS	|------	miR-142-5p	------|	SIKE1

FOS	|------	miR-142-5p	------|	SLC25A15

FOS	|------	miR-142-5p	------|	SLC26A3

FOS	|------	miR-142-5p	------|	SNAP29

FOS	|------	miR-142-5p	------|	SNTB2

FOS	|------	miR-142-5p	------|	SORBS1

FOS	|------	miR-142-5p	------|	SPCS3

FOS	|------	miR-142-5p	------|	SPTBN1

FOS	|------	miR-142-5p	------|	SRGAP1

FOS	|------	miR-142-5p	------|	SRI

FOS	|------	miR-142-5p	------|	ST8SIA2

FOS	|------	miR-142-5p	------|	STON2

FOS	|------	miR-142-5p	------|	SUB1

FOS	|------	miR-142-5p	------|	TCF7L1

FOS	|------	miR-142-5p	------|	TFAP2B

FOS	|------	miR-142-5p	------|	TGFB2

FOS	|------	miR-142-5p	------|	TIAL1

FOS	|------	miR-142-5p	------|	TLE4

FOS	|------	miR-142-5p	------|	TMEM54

FOS	|------	miR-142-5p	------|	TMF1

FOS	|------	miR-142-5p	------|	TNS1

FOS	|------	miR-142-5p	------|	TRPC4

FOS	|------	miR-142-5p	------|	TSPAN14

FOS	|------	miR-142-5p	------|	TSPAN3

FOS	|------	miR-142-5p	------|	UBE3C

FOS	|------	miR-142-5p	------|	ZADH2

FOS	|------	miR-142-5p	------|	ZBTB20

FOS	|------	miR-142-5p	------|	ZBTB47

FOS	|------	miR-142-5p	------|	ZCCHC11

FOS	|------	miR-142-5p	------|	ZCCHC2

FOS	|------	miR-142-5p	------|	ZNF462

FOS	|------	miR-142-5p	------|	ZNF777

MAFF	|------	miR-142-5p	------|	ADAMTS1

MAFF	|------	miR-142-5p	------|	ADAMTS5

MAFF	|------	miR-142-5p	------|	ALCAM

MAFF	|------	miR-142-5p	------|	ARL6

MAFF	|------	miR-142-5p	------|	ARMCX4

MAFF	|------	miR-142-5p	------|	ARSJ

MAFF	|------	miR-142-5p	------|	ASXL2

MAFF	|------	miR-142-5p	------|	ATL3

MAFF	|------	miR-142-5p	------|	ATP1B1

MAFF	|------	miR-142-5p	------|	BBX

MAFF	|------	miR-142-5p	------|	BHLHE41

MAFF	|------	miR-142-5p	------|	BMPR1A

MAFF	|------	miR-142-5p	------|	BTG1

MAFF	|------	miR-142-5p	------|	BTG3

MAFF	|------	miR-142-5p	------|	CA8

MAFF	|------	miR-142-5p	------|	CADM1

MAFF	|------	miR-142-5p	------|	CADM2

MAFF	|------	miR-142-5p	------|	CALN1

MAFF	|------	miR-142-5p	------|	CASD1

MAFF	|------	miR-142-5p	------|	CCDC171

MAFF	|------	miR-142-5p	------|	CDC42EP3

MAFF	|------	miR-142-5p	------|	CHD9

MAFF	|------	miR-142-5p	------|	CRY2

MAFF	|------	miR-142-5p	------|	CXCL14

MAFF	|------	miR-142-5p	------|	CYP26B1

MAFF	|------	miR-142-5p	------|	DIAPH2

MAFF	|------	miR-142-5p	------|	DMD

MAFF	|------	miR-142-5p	------|	DSG4

MAFF	|------	miR-142-5p	------|	EFCAB14

MAFF	|------	miR-142-5p	------|	EFNA5

MAFF	|------	miR-142-5p	------|	EGR3

MAFF	|------	miR-142-5p	------|	FAM126A

MAFF	|------	miR-142-5p	------|	FAM171B

MAFF	|------	miR-142-5p	------|	FANCM

MAFF	|------	miR-142-5p	------|	FBXO21

MAFF	|------	miR-142-5p	------|	FBXO3

MAFF	|------	miR-142-5p	------|	FGD4

MAFF	|------	miR-142-5p	------|	FRZB

MAFF	|------	miR-142-5p	------|	FZD7

MAFF	|------	miR-142-5p	------|	HAS3

MAFF	|------	miR-142-5p	------|	HIPK2

MAFF	|------	miR-142-5p	------|	HMGCLL1

MAFF	|------	miR-142-5p	------|	IFFO2

MAFF	|------	miR-142-5p	------|	ITGB8

MAFF	|------	miR-142-5p	------|	KIT

MAFF	|------	miR-142-5p	------|	KMT2D

MAFF	|------	miR-142-5p	------|	LPP

MAFF	|------	miR-142-5p	------|	MEX3C

MAFF	|------	miR-142-5p	------|	MPPED2

MAFF	|------	miR-142-5p	------|	MYF5

MAFF	|------	miR-142-5p	------|	MYO9A

MAFF	|------	miR-142-5p	------|	NEDD4L

MAFF	|------	miR-142-5p	------|	NRG1

MAFF	|------	miR-142-5p	------|	NSG1

MAFF	|------	miR-142-5p	------|	OTUD3

MAFF	|------	miR-142-5p	------|	PAK3

MAFF	|------	miR-142-5p	------|	PAPPA

MAFF	|------	miR-142-5p	------|	PBRM1

MAFF	|------	miR-142-5p	------|	PDGFRA

MAFF	|------	miR-142-5p	------|	PELO

MAFF	|------	miR-142-5p	------|	PHLDA1

MAFF	|------	miR-142-5p	------|	PLD1

MAFF	|------	miR-142-5p	------|	PPL

MAFF	|------	miR-142-5p	------|	PROX1

MAFF	|------	miR-142-5p	------|	PRRG4

MAFF	|------	miR-142-5p	------|	PUM1

MAFF	|------	miR-142-5p	------|	QSER1

MAFF	|------	miR-142-5p	------|	RBBP6

MAFF	|------	miR-142-5p	------|	RBMS1

MAFF	|------	miR-142-5p	------|	RERE

MAFF	|------	miR-142-5p	------|	RGMA

MAFF	|------	miR-142-5p	------|	RNF150

MAFF	|------	miR-142-5p	------|	RNF217

MAFF	|------	miR-142-5p	------|	ROCK1

MAFF	|------	miR-142-5p	------|	RRAGD

MAFF	|------	miR-142-5p	------|	SGCE

MAFF	|------	miR-142-5p	------|	SHANK2

MAFF	|------	miR-142-5p	------|	SIKE1

MAFF	|------	miR-142-5p	------|	SLC25A15

MAFF	|------	miR-142-5p	------|	SLC26A3

MAFF	|------	miR-142-5p	------|	SNAP29

MAFF	|------	miR-142-5p	------|	SNTB2

MAFF	|------	miR-142-5p	------|	SORBS1

MAFF	|------	miR-142-5p	------|	SPCS3

MAFF	|------	miR-142-5p	------|	SPTBN1

MAFF	|------	miR-142-5p	------|	SRGAP1

MAFF	|------	miR-142-5p	------|	SRI

MAFF	|------	miR-142-5p	------|	ST8SIA2

MAFF	|------	miR-142-5p	------|	STON2

MAFF	|------	miR-142-5p	------|	SUB1

MAFF	|------	miR-142-5p	------|	TCF7L1

MAFF	|------	miR-142-5p	------|	TFAP2B

MAFF	|------	miR-142-5p	------|	TGFB2

MAFF	|------	miR-142-5p	------|	TIAL1

MAFF	|------	miR-142-5p	------|	TLE4

MAFF	|------	miR-142-5p	------|	TMEM54

MAFF	|------	miR-142-5p	------|	TMF1

MAFF	|------	miR-142-5p	------|	TNS1

MAFF	|------	miR-142-5p	------|	TRPC4

MAFF	|------	miR-142-5p	------|	TSPAN14

MAFF	|------	miR-142-5p	------|	TSPAN3

MAFF	|------	miR-142-5p	------|	UBE3C

MAFF	|------	miR-142-5p	------|	ZADH2

MAFF	|------	miR-142-5p	------|	ZBTB20

MAFF	|------	miR-142-5p	------|	ZBTB47

MAFF	|------	miR-142-5p	------|	ZCCHC11

MAFF	|------	miR-142-5p	------|	ZCCHC2

MAFF	|------	miR-142-5p	------|	ZNF462

MAFF	|------	miR-142-5p	------|	ZNF777

OTX2	|------	miR-142-5p	------|	ADAMTS1

OTX2	|------	miR-142-5p	------|	ADAMTS5

OTX2	|------	miR-142-5p	------|	ALCAM

OTX2	|------	miR-142-5p	------|	ARL6

OTX2	|------	miR-142-5p	------|	ARMCX4

OTX2	|------	miR-142-5p	------|	ARSJ

OTX2	|------	miR-142-5p	------|	ASXL2

OTX2	|------	miR-142-5p	------|	ATL3

OTX2	|------	miR-142-5p	------|	ATP1B1

OTX2	|------	miR-142-5p	------|	BBX

OTX2	|------	miR-142-5p	------|	BHLHE41

OTX2	|------	miR-142-5p	------|	BMPR1A

OTX2	|------	miR-142-5p	------|	BTG1

OTX2	|------	miR-142-5p	------|	BTG3

OTX2	|------	miR-142-5p	------|	CA8

OTX2	|------	miR-142-5p	------|	CADM1

OTX2	|------	miR-142-5p	------|	CADM2

OTX2	|------	miR-142-5p	------|	CALN1

OTX2	|------	miR-142-5p	------|	CASD1

OTX2	|------	miR-142-5p	------|	CCDC171

OTX2	|------	miR-142-5p	------|	CDC42EP3

OTX2	|------	miR-142-5p	------|	CHD9

OTX2	|------	miR-142-5p	------|	CRY2

OTX2	|------	miR-142-5p	------|	CXCL14

OTX2	|------	miR-142-5p	------|	CYP26B1

OTX2	|------	miR-142-5p	------|	DIAPH2

OTX2	|------	miR-142-5p	------|	DMD

OTX2	|------	miR-142-5p	------|	DSG4

OTX2	|------	miR-142-5p	------|	EFCAB14

OTX2	|------	miR-142-5p	------|	EFNA5

OTX2	|------	miR-142-5p	------|	EGR3

OTX2	|------	miR-142-5p	------|	FAM126A

OTX2	|------	miR-142-5p	------|	FAM171B

OTX2	|------	miR-142-5p	------|	FANCM

OTX2	|------	miR-142-5p	------|	FBXO21

OTX2	|------	miR-142-5p	------|	FBXO3

OTX2	|------	miR-142-5p	------|	FGD4

OTX2	|------	miR-142-5p	------|	FRZB

OTX2	|------	miR-142-5p	------|	FZD7

OTX2	|------	miR-142-5p	------|	HAS3

OTX2	|------	miR-142-5p	------|	HIPK2

OTX2	|------	miR-142-5p	------|	HMGCLL1

OTX2	|------	miR-142-5p	------|	IFFO2

OTX2	|------	miR-142-5p	------|	ITGB8

OTX2	|------	miR-142-5p	------|	KIT

OTX2	|------	miR-142-5p	------|	KMT2D

OTX2	|------	miR-142-5p	------|	LPP

OTX2	|------	miR-142-5p	------|	MEX3C

OTX2	|------	miR-142-5p	------|	MPPED2

OTX2	|------	miR-142-5p	------|	MYF5

OTX2	|------	miR-142-5p	------|	MYO9A

OTX2	|------	miR-142-5p	------|	NEDD4L

OTX2	|------	miR-142-5p	------|	NRG1

OTX2	|------	miR-142-5p	------|	NSG1

OTX2	|------	miR-142-5p	------|	OTUD3

OTX2	|------	miR-142-5p	------|	PAK3

OTX2	|------	miR-142-5p	------|	PAPPA

OTX2	|------	miR-142-5p	------|	PBRM1

OTX2	|------	miR-142-5p	------|	PDGFRA

OTX2	|------	miR-142-5p	------|	PELO

OTX2	|------	miR-142-5p	------|	PHLDA1

OTX2	|------	miR-142-5p	------|	PLD1

OTX2	|------	miR-142-5p	------|	PPL

OTX2	|------	miR-142-5p	------|	PROX1

OTX2	|------	miR-142-5p	------|	PRRG4

OTX2	|------	miR-142-5p	------|	PUM1

OTX2	|------	miR-142-5p	------|	QSER1

OTX2	|------	miR-142-5p	------|	RBBP6

OTX2	|------	miR-142-5p	------|	RBMS1

OTX2	|------	miR-142-5p	------|	RERE

OTX2	|------	miR-142-5p	------|	RGMA

OTX2	|------	miR-142-5p	------|	RNF150

OTX2	|------	miR-142-5p	------|	RNF217

OTX2	|------	miR-142-5p	------|	ROCK1

OTX2	|------	miR-142-5p	------|	RRAGD

OTX2	|------	miR-142-5p	------|	SGCE

OTX2	|------	miR-142-5p	------|	SHANK2

OTX2	|------	miR-142-5p	------|	SIKE1

OTX2	|------	miR-142-5p	------|	SLC25A15

OTX2	|------	miR-142-5p	------|	SLC26A3

OTX2	|------	miR-142-5p	------|	SNAP29

OTX2	|------	miR-142-5p	------|	SNTB2

OTX2	|------	miR-142-5p	------|	SORBS1

OTX2	|------	miR-142-5p	------|	SPCS3

OTX2	|------	miR-142-5p	------|	SPTBN1

OTX2	|------	miR-142-5p	------|	SRGAP1

OTX2	|------	miR-142-5p	------|	SRI

OTX2	|------	miR-142-5p	------|	ST8SIA2

OTX2	|------	miR-142-5p	------|	STON2

OTX2	|------	miR-142-5p	------|	SUB1

OTX2	|------	miR-142-5p	------|	TCF7L1

OTX2	|------	miR-142-5p	------|	TFAP2B

OTX2	|------	miR-142-5p	------|	TGFB2

OTX2	|------	miR-142-5p	------|	TIAL1

OTX2	|------	miR-142-5p	------|	TLE4

OTX2	|------	miR-142-5p	------|	TMEM54

OTX2	|------	miR-142-5p	------|	TMF1

OTX2	|------	miR-142-5p	------|	TNS1

OTX2	|------	miR-142-5p	------|	TRPC4

OTX2	|------	miR-142-5p	------|	TSPAN14

OTX2	|------	miR-142-5p	------|	TSPAN3

OTX2	|------	miR-142-5p	------|	UBE3C

OTX2	|------	miR-142-5p	------|	ZADH2

OTX2	|------	miR-142-5p	------|	ZBTB20

OTX2	|------	miR-142-5p	------|	ZBTB47

OTX2	|------	miR-142-5p	------|	ZCCHC11

OTX2	|------	miR-142-5p	------|	ZCCHC2

OTX2	|------	miR-142-5p	------|	ZNF462

OTX2	|------	miR-142-5p	------|	ZNF777

PBX3	|------	miR-142-5p	------|	ADAMTS1

PBX3	|------	miR-142-5p	------|	ADAMTS5

PBX3	|------	miR-142-5p	------|	ALCAM

PBX3	|------	miR-142-5p	------|	ARL6

PBX3	|------	miR-142-5p	------|	ARMCX4

PBX3	|------	miR-142-5p	------|	ARSJ

PBX3	|------	miR-142-5p	------|	ASXL2

PBX3	|------	miR-142-5p	------|	ATL3

PBX3	|------	miR-142-5p	------|	ATP1B1

PBX3	|------	miR-142-5p	------|	BBX

PBX3	|------	miR-142-5p	------|	BHLHE41

PBX3	|------	miR-142-5p	------|	BMPR1A

PBX3	|------	miR-142-5p	------|	BTG1

PBX3	|------	miR-142-5p	------|	BTG3

PBX3	|------	miR-142-5p	------|	CA8

PBX3	|------	miR-142-5p	------|	CADM1

PBX3	|------	miR-142-5p	------|	CADM2

PBX3	|------	miR-142-5p	------|	CALN1

PBX3	|------	miR-142-5p	------|	CASD1

PBX3	|------	miR-142-5p	------|	CCDC171

PBX3	|------	miR-142-5p	------|	CDC42EP3

PBX3	|------	miR-142-5p	------|	CHD9

PBX3	|------	miR-142-5p	------|	CRY2

PBX3	|------	miR-142-5p	------|	CXCL14

PBX3	|------	miR-142-5p	------|	CYP26B1

PBX3	|------	miR-142-5p	------|	DIAPH2

PBX3	|------	miR-142-5p	------|	DMD

PBX3	|------	miR-142-5p	------|	DSG4

PBX3	|------	miR-142-5p	------|	EFCAB14

PBX3	|------	miR-142-5p	------|	EFNA5

PBX3	|------	miR-142-5p	------|	EGR3

PBX3	|------	miR-142-5p	------|	FAM126A

PBX3	|------	miR-142-5p	------|	FAM171B

PBX3	|------	miR-142-5p	------|	FANCM

PBX3	|------	miR-142-5p	------|	FBXO21

PBX3	|------	miR-142-5p	------|	FBXO3

PBX3	|------	miR-142-5p	------|	FGD4

PBX3	|------	miR-142-5p	------|	FRZB

PBX3	|------	miR-142-5p	------|	FZD7

PBX3	|------	miR-142-5p	------|	HAS3

PBX3	|------	miR-142-5p	------|	HIPK2

PBX3	|------	miR-142-5p	------|	HMGCLL1

PBX3	|------	miR-142-5p	------|	IFFO2

PBX3	|------	miR-142-5p	------|	ITGB8

PBX3	|------	miR-142-5p	------|	KIT

PBX3	|------	miR-142-5p	------|	KMT2D

PBX3	|------	miR-142-5p	------|	LPP

PBX3	|------	miR-142-5p	------|	MEX3C

PBX3	|------	miR-142-5p	------|	MPPED2

PBX3	|------	miR-142-5p	------|	MYF5

PBX3	|------	miR-142-5p	------|	MYO9A

PBX3	|------	miR-142-5p	------|	NEDD4L

PBX3	|------	miR-142-5p	------|	NRG1

PBX3	|------	miR-142-5p	------|	NSG1

PBX3	|------	miR-142-5p	------|	OTUD3

PBX3	|------	miR-142-5p	------|	PAK3

PBX3	|------	miR-142-5p	------|	PAPPA

PBX3	|------	miR-142-5p	------|	PBRM1

PBX3	|------	miR-142-5p	------|	PDGFRA

PBX3	|------	miR-142-5p	------|	PELO

PBX3	|------	miR-142-5p	------|	PHLDA1

PBX3	|------	miR-142-5p	------|	PLD1

PBX3	|------	miR-142-5p	------|	PPL

PBX3	|------	miR-142-5p	------|	PROX1

PBX3	|------	miR-142-5p	------|	PRRG4

PBX3	|------	miR-142-5p	------|	PUM1

PBX3	|------	miR-142-5p	------|	QSER1

PBX3	|------	miR-142-5p	------|	RBBP6

PBX3	|------	miR-142-5p	------|	RBMS1

PBX3	|------	miR-142-5p	------|	RERE

PBX3	|------	miR-142-5p	------|	RGMA

PBX3	|------	miR-142-5p	------|	RNF150

PBX3	|------	miR-142-5p	------|	RNF217

PBX3	|------	miR-142-5p	------|	ROCK1

PBX3	|------	miR-142-5p	------|	RRAGD

PBX3	|------	miR-142-5p	------|	SGCE

PBX3	|------	miR-142-5p	------|	SHANK2

PBX3	|------	miR-142-5p	------|	SIKE1

PBX3	|------	miR-142-5p	------|	SLC25A15

PBX3	|------	miR-142-5p	------|	SLC26A3

PBX3	|------	miR-142-5p	------|	SNAP29

PBX3	|------	miR-142-5p	------|	SNTB2

PBX3	|------	miR-142-5p	------|	SORBS1

PBX3	|------	miR-142-5p	------|	SPCS3

PBX3	|------	miR-142-5p	------|	SPTBN1

PBX3	|------	miR-142-5p	------|	SRGAP1

PBX3	|------	miR-142-5p	------|	SRI

PBX3	|------	miR-142-5p	------|	ST8SIA2

PBX3	|------	miR-142-5p	------|	STON2

PBX3	|------	miR-142-5p	------|	SUB1

PBX3	|------	miR-142-5p	------|	TCF7L1

PBX3	|------	miR-142-5p	------|	TFAP2B

PBX3	|------	miR-142-5p	------|	TGFB2

PBX3	|------	miR-142-5p	------|	TIAL1

PBX3	|------	miR-142-5p	------|	TLE4

PBX3	|------	miR-142-5p	------|	TMEM54

PBX3	|------	miR-142-5p	------|	TMF1

PBX3	|------	miR-142-5p	------|	TNS1

PBX3	|------	miR-142-5p	------|	TRPC4

PBX3	|------	miR-142-5p	------|	TSPAN14

PBX3	|------	miR-142-5p	------|	TSPAN3

PBX3	|------	miR-142-5p	------|	UBE3C

PBX3	|------	miR-142-5p	------|	ZADH2

PBX3	|------	miR-142-5p	------|	ZBTB20

PBX3	|------	miR-142-5p	------|	ZBTB47

PBX3	|------	miR-142-5p	------|	ZCCHC11

PBX3	|------	miR-142-5p	------|	ZCCHC2

PBX3	|------	miR-142-5p	------|	ZNF462

PBX3	|------	miR-142-5p	------|	ZNF777

SMAD2	|------	miR-142-5p	------|	ADAMTS1

SMAD2	|------	miR-142-5p	------|	ADAMTS5

SMAD2	|------	miR-142-5p	------|	ALCAM

SMAD2	|------	miR-142-5p	------|	ARL6

SMAD2	|------	miR-142-5p	------|	ARMCX4

SMAD2	|------	miR-142-5p	------|	ARSJ

SMAD2	|------	miR-142-5p	------|	ASXL2

SMAD2	|------	miR-142-5p	------|	ATL3

SMAD2	|------	miR-142-5p	------|	ATP1B1

SMAD2	|------	miR-142-5p	------|	BBX

SMAD2	|------	miR-142-5p	------|	BHLHE41

SMAD2	|------	miR-142-5p	------|	BMPR1A

SMAD2	|------	miR-142-5p	------|	BTG1

SMAD2	|------	miR-142-5p	------|	BTG3

SMAD2	|------	miR-142-5p	------|	CA8

SMAD2	|------	miR-142-5p	------|	CADM1

SMAD2	|------	miR-142-5p	------|	CADM2

SMAD2	|------	miR-142-5p	------|	CALN1

SMAD2	|------	miR-142-5p	------|	CASD1

SMAD2	|------	miR-142-5p	------|	CCDC171

SMAD2	|------	miR-142-5p	------|	CDC42EP3

SMAD2	|------	miR-142-5p	------|	CHD9

SMAD2	|------	miR-142-5p	------|	CRY2

SMAD2	|------	miR-142-5p	------|	CXCL14

SMAD2	|------	miR-142-5p	------|	CYP26B1

SMAD2	|------	miR-142-5p	------|	DIAPH2

SMAD2	|------	miR-142-5p	------|	DMD

SMAD2	|------	miR-142-5p	------|	DSG4

SMAD2	|------	miR-142-5p	------|	EFCAB14

SMAD2	|------	miR-142-5p	------|	EFNA5

SMAD2	|------	miR-142-5p	------|	EGR3

SMAD2	|------	miR-142-5p	------|	FAM126A

SMAD2	|------	miR-142-5p	------|	FAM171B

SMAD2	|------	miR-142-5p	------|	FANCM

SMAD2	|------	miR-142-5p	------|	FBXO21

SMAD2	|------	miR-142-5p	------|	FBXO3

SMAD2	|------	miR-142-5p	------|	FGD4

SMAD2	|------	miR-142-5p	------|	FRZB

SMAD2	|------	miR-142-5p	------|	FZD7

SMAD2	|------	miR-142-5p	------|	HAS3

SMAD2	|------	miR-142-5p	------|	HIPK2

SMAD2	|------	miR-142-5p	------|	HMGCLL1

SMAD2	|------	miR-142-5p	------|	IFFO2

SMAD2	|------	miR-142-5p	------|	ITGB8

SMAD2	|------	miR-142-5p	------|	KIT

SMAD2	|------	miR-142-5p	------|	KMT2D

SMAD2	|------	miR-142-5p	------|	LPP

SMAD2	|------	miR-142-5p	------|	MEX3C

SMAD2	|------	miR-142-5p	------|	MPPED2

SMAD2	|------	miR-142-5p	------|	MYF5

SMAD2	|------	miR-142-5p	------|	MYO9A

SMAD2	|------	miR-142-5p	------|	NEDD4L

SMAD2	|------	miR-142-5p	------|	NRG1

SMAD2	|------	miR-142-5p	------|	NSG1

SMAD2	|------	miR-142-5p	------|	OTUD3

SMAD2	|------	miR-142-5p	------|	PAK3

SMAD2	|------	miR-142-5p	------|	PAPPA

SMAD2	|------	miR-142-5p	------|	PBRM1

SMAD2	|------	miR-142-5p	------|	PDGFRA

SMAD2	|------	miR-142-5p	------|	PELO

SMAD2	|------	miR-142-5p	------|	PHLDA1

SMAD2	|------	miR-142-5p	------|	PLD1

SMAD2	|------	miR-142-5p	------|	PPL

SMAD2	|------	miR-142-5p	------|	PROX1

SMAD2	|------	miR-142-5p	------|	PRRG4

SMAD2	|------	miR-142-5p	------|	PUM1

SMAD2	|------	miR-142-5p	------|	QSER1

SMAD2	|------	miR-142-5p	------|	RBBP6

SMAD2	|------	miR-142-5p	------|	RBMS1

SMAD2	|------	miR-142-5p	------|	RERE

SMAD2	|------	miR-142-5p	------|	RGMA

SMAD2	|------	miR-142-5p	------|	RNF150

SMAD2	|------	miR-142-5p	------|	RNF217

SMAD2	|------	miR-142-5p	------|	ROCK1

SMAD2	|------	miR-142-5p	------|	RRAGD

SMAD2	|------	miR-142-5p	------|	SGCE

SMAD2	|------	miR-142-5p	------|	SHANK2

SMAD2	|------	miR-142-5p	------|	SIKE1

SMAD2	|------	miR-142-5p	------|	SLC25A15

SMAD2	|------	miR-142-5p	------|	SLC26A3

SMAD2	|------	miR-142-5p	------|	SNAP29

SMAD2	|------	miR-142-5p	------|	SNTB2

SMAD2	|------	miR-142-5p	------|	SORBS1

SMAD2	|------	miR-142-5p	------|	SPCS3

SMAD2	|------	miR-142-5p	------|	SPTBN1

SMAD2	|------	miR-142-5p	------|	SRGAP1

SMAD2	|------	miR-142-5p	------|	SRI

SMAD2	|------	miR-142-5p	------|	ST8SIA2

SMAD2	|------	miR-142-5p	------|	STON2

SMAD2	|------	miR-142-5p	------|	SUB1

SMAD2	|------	miR-142-5p	------|	TCF7L1

SMAD2	|------	miR-142-5p	------|	TFAP2B

